Artikelnummer;Artikelname;Länge;Breite;Höhe;Artikelgewicht;Farbe
48805320;Schleifblätter Netzstruktur für M12FDSS 67 x 92 mm K320, inkl. Zwischenplatte Milwaukee;14,4;10,8;2,3;0,04;6556FF
48805400;Schleifblätter Netzstruktur für M12FDSS 67 x 92 mm K400, inkl. Zwischenplatte Milwaukee;10,8;14,4;2,3;0,04;6557FF
48805402;Zwischenplatte für Netzstruktur-Schleifblätter für M12FDSS 67 x 92 mm Milwaukee;14,4;10,8;1,7;0,02;6558FF
48805405;Schleifblätter Netzstruktur für M12FDSS 67 x 92 mm Set 13-teilig 4 x K80, 4 x K120, 4 x K180, 1 x Zwischenplatte Milwaukee;15,6;2,3;12,1;0,06;6559FF
4932492281;Schleifblätter Netzstruktur für Deltaschleifer 93 x 93 mm K80 Milwaukee;12,5;10,8;2,4;0,04;6560FF
4932492282;Schleifblätter Netzstruktur für Deltaschleifer 93 x 93 mm K120 Milwaukee;12,5;10,5;1,7;0,03;6561FF
4932492283;Schleifblätter Netzstruktur für Deltaschleifer 93 x 93 mm K180 Milwaukee;12,6;10,4;1,7;0,03;6562FF
4932492284;Schleifblätter Netzstruktur für Deltaschleifer 93 x 93 mm K240 Milwaukee;2;10,5;12,5;0,03;6563FF
4932492296;Schleifblätter Netzstruktur für Deltaschleifer 93 x 93 mm 4 x K80, 3 x K120, 3 x K180 Milwaukee;11,9;36,2;2,2;0,04;6564FF
4932492275;Premium-Schleifblätter für Deltaschleifer 93 x 93 mm K40 Milwaukee;2;10,5;12,5;0,05;6565FF
4932492276;Premium-Schleifblätter für Deltaschleifer 93 x 93 mm K60 Milwaukee;12,6;10,4;1,8;0,04;6566FF
4932492277;Premium-Schleifblätter für Deltaschleifer 93 x 93 mm K80 Milwaukee;12,6;10,4;1,8;0,04;6567FF
4932492278;Premium-Schleifblätter für Deltaschleifer 93 x 93 mm K120 Milwaukee;12,6;10,5;1,7;0,03;6568FF
4932492279;Premium-Schleifblätter für Deltaschleifer 93 x 93 mm K180 Milwaukee;12,5;10,5;1,7;0,03;6569FF
4932492280;Premium-Schleifblätter für Deltaschleifer 93 x 93 mm K240 Milwaukee;12,7;10,4;1,7;0,03;6570FF
4932492269;Schleifblätter für Deltaschleifer 93 x 93 mm K40, 6-Loch Milwaukee;12,7;11;2,1;0,04;6571FF
4932358492;Schleifblätter für Deltaschleifer 105 x 105 mm K60, 6-Loch Milwaukee;13;10,5;0,6;0,03;6572FF
4932492270;Schleifblätter für Deltaschleifer 93 x 93 mm K60, 6-Loch Milwaukee;12,6;10,4;1,8;0,04;6573FF
4932358493;Schleifblätter für Deltaschleifer 105 x 105 mm K80, 6-Loch Milwaukee;10;11;13;0,03;6574FF
4932492271;Schleifblätter für Deltaschleifer 93 x 93 mm K80, 6-Loch Milwaukee;12,6;10,4;1,7;0,04;6575FF
4932358494;Schleifblätter für Deltaschleifer 105 x 105 mm K120, 6-Loch Milwaukee;13,4;10,8;0,6;0,02;6576FF
4932492272;Schleifblätter für Deltaschleifer 93 x 93 mm K120, 6-Loch Milwaukee;1,8;10,4;1,8;0,04;6577FF
4932358495;Schleifblätter für Deltaschleifer 105 x 105 mm K180, 6-Loch Milwaukee;13,5;11;0,6;0,02;6578FF
4932492273;Schleifblätter für Deltaschleifer 93 x 93 mm K180, 6-Loch Milwaukee;12,6;10,4;1,8;0,03;6579FF
4932358496;Schleifblätter für Deltaschleifer 105 x 105 mm K240, 6-Loch Milwaukee;13,1;11;0,5;0,02;6580FF
4932492274;Schleifblätter für Deltaschleifer 93 x 93 mm K240, 6-Loch Milwaukee;12,7;10,4;1,8;0,03;6581FF
4932492285;Schleifblätter für Deltaschleifer 100 x 147 mm K40, 7-Loch Milwaukee;11;18,5;1,7;0,1;6582FF
4932355140;Schleifblätter für Deltaschleifer 100 x 147 mm K60, 8-Loch Milwaukee;18,4;12,1;1,3;0,08;6583FF
4932492768;Schleifblätter für Deltaschleifer 100 x 147 mm K60, 7-Loch Milwaukee;2;11;18,5;0,08;6584FF
4932355141;Schleifblätter für Deltaschleifer 100 x 147 mm K80, 8-Loch Milwaukee;9;12;18,5;0,08;6585FF
4932492769;Schleifblätter für Deltaschleifer 100 x 147 mm K80, 7-Loch Milwaukee;11,4;18,9;2,4;0,05;6586FF
4932355142;Schleifblätter für Deltaschleifer 100 x 147 mm K120, 8-Loch Milwaukee;18,5;12,1;0,8;0,06;6587FF
4932492770;Schleifblätter für Deltaschleifer 100 x 147 mm K120, 7-Loch Milwaukee;11,7;19,3;2,4;0,07;6588FF
4932355143;Schleifblätter für Deltaschleifer 100 x 147 mm K180, 8-Loch Milwaukee;1,9;12,1;18,8;0,04;6589FF
4932492771;Schleifblätter für Deltaschleifer 100 x 147 mm K180, 7-Loch Milwaukee;11,6;18,5;2,4;0,07;6590FF
4932355144;Schleifblätter für Deltaschleifer 100 x 147 mm K240, 8-Loch Milwaukee;2;11,9;18,5;0,06;6591FF
4932492772;Schleifblätter für Deltaschleifer 100 x 147 mm K240, 7-Loch Milwaukee;18;2;10,5;0,05;6592FF
4932480546;Schleifblätter für Bandschleifer M18FBTS75  75 x 457 mm K40 Milwaukee;1,9;39;20,2;0,21;6593FF
4932480547;Schleifblätter für Bandschleifer M18FBTS75  75 x 457 mm K60 Milwaukee;8,6;24,8;5,6;0,17;6594FF
4932480548;Schleifblätter für Bandschleifer M18FBTS75  75 x 457 mm K80 Milwaukee;20,3;5,7;8;0,16;6595FF
4932480549;Schleifblätter für Bandschleifer M18FBTS75  75 x 457 mm K100 Milwaukee;22,3;6,6;8,4;0,14;6596FF
4932480550;Schleifblätter für Bandschleifer M18FBTS75  75 x 457 mm K150 Milwaukee;20,2;5,8;8,2;0,12;6597FF
4932312475;Schleifband für Bandschleifer 75 x 533 mm K40 Milwaukee;23,9;8,8;6,9;0,28;6598FF
4932312476;Schleifband für Bandschleifer 75 x 533 mm K60 Milwaukee;23,9;8,3;6,6;0,22;6599FF
4932312477;Schleifband für Bandschleifer 75 x 533 mm K80 Milwaukee;24,2;8,2;5,9;0,18;6600FF
4932312478;Schleifband für Bandschleifer 75 x 533 mm K100 Milwaukee;23,7;6,3;8,4;0,16;6601FF
4932312479;Schleifband für Bandschleifer 75 x 533 mm K150 Milwaukee;24,2;8,5;5,5;0,16;6602FF
4932312099;Schleifband für Bandschleifer 100 x 560 mm K40 Milwaukee;25,5;5,5;10,5;0,23;6603FF
4932492286;Schleifband für Bandschleifer 100 x 560 mm K40 Milwaukee;7,5;5;11;0,35;6604FF
4932312100;Schleifband für Bandschleifer 100 x 560 mm K60 Milwaukee;25,6;11;6;0,18;6605FF
4932492287;Schleifband für Bandschleifer 100 x 560 mm K60 Milwaukee;25,6;4,9;11,1;0,27;6606FF
4932312101;Schleifband für Bandschleifer 100 x 560 mm K80 Milwaukee;25,5;11,1;6,1;0,14;6607FF
4932492288;Schleifband für Bandschleifer 100 x 560 mm K80 Milwaukee;28;4,5;11;0,25;6608FF
4932312102;Schleifband für Bandschleifer 100 x 560 mm K100 Milwaukee;25,5;10,9;5,8;0,14;6609FF
4932492289;Schleifband für Bandschleifer 100 x 560 mm K100 Milwaukee;25;5,5;11;0,21;6610FF
4932312103;Schleifband für Bandschleifer 100 x 560 mm K150 Milwaukee;25,2;5,6;10,5;0,13;6611FF
4932492290;Schleifband für Bandschleifer 100 x 560 mm K150 Milwaukee;5;27;11;0,18;6612FF
4932355066;Schleifband für Bandschleifer 100 x 610 mm K40 Milwaukee;28,4;5,8;10,8;0,41;6613FF
4932355067;Schleifband für Bandschleifer 100 x 610 mm K60 Milwaukee;6,7;11,1;27,8;0,32;6614FF
4932355068;Schleifband für Bandschleifer 100 x 610 mm K80 Milwaukee;27,8;6;10,7;0,27;6615FF
4932355069;Schleifband für Bandschleifer 100 x 610 mm K100 Milwaukee;6,5;10,9;27,4;0,26;6616FF
4932355070;Schleifband für Bandschleifer 100 x 610 mm K150 Milwaukee;6,6;11,6;27,6;0,22;6617FF
4932341610;Schleifband für Bandschleifer 100 x 620 mm K40 Milwaukee;28,5;11,1;7;0,4;6618FF
4932341611;Schleifband für Bandschleifer 100 x 620 mm K60 Milwaukee;28,4;5,3;10,4;0,34;6619FF
4932341612;Schleifband für Bandschleifer 100 x 620 mm K80 Milwaukee;28,4;5,3;11,1;0,27;6620FF
4932341613;Schleifband für Bandschleifer 100 x 620 mm K100 Milwaukee;28,4;4,7;11,1;0,25;6621FF
4932341614;Schleifband für Bandschleifer 100 x 620 mm K150 Milwaukee;28,5;11,3;5,9;0,24;6622FF
4932305176;Schleifblätter für Schwingschleifer 93 x 230 mm K50, 8-Loch, Klemmverschluss Milwaukee;23;10;1;0,13;6623FF
4932305178;Schleifblätter für Schwingschleifer 93 x 230 mm K100, 8-Loch, Klemmverschluss Milwaukee;11,8;31,4;2,3;0,12;6624FF
4932305179;Schleifblätter für Schwingschleifer 93 x 230 mm K150, 8-Loch, Klemmverschluss Milwaukee;23;10;1;0,08;6625FF
4932430820;Schleifblätter für Schwingschleifer 115 x 140 mm K80, 10-Loch, Klemmverschluss Milwaukee;17;11,5;1,5;0,09;6626FF
4932492876;Schleifband für Bandfeile 10 x 330 mm K120 Keramik-Korn Milwaukee;18,8;6,8;1,7;0,04;6627FF
4932492881;Schleifband für Bandfeile 13 x 457 mm K60 Keramik-Korn Milwaukee;23;9;1,5;0,09;6628FF
4932492882;Schleifband für Bandfeile 13 x 457 mm K80 Keramik-Korn Milwaukee;22,3;1,7;8,3;0,08;6629FF
4932492883;Schleifband für Bandfeile 13 x 457 mm K120 Keramik-Korn Milwaukee;22,6;7,3;1,7;0,07;6630FF
4932492877;Vliesband für Bandfeile 10 x 330 mm grob Milwaukee;18,5;10,1;2;0,05;6631FF
4932492884;Vliesband für Bandfeile 13 x 457 mm grob Milwaukee;2;6,5;18,5;0,09;6632FF
4932492879;Vliesband für Bandfeile 10 x 330 mm fein Milwaukee;19;10,1;1,8;0,05;6633FF
4932492886;Vliesband für Bandfeile 13 x 457 mm fein Milwaukee;2;12;24;0,07;6634FF
4932492878;Vliesband für Bandfeile 10 x 330 mm mittel Milwaukee;18,4;10,3;2,1;0,05;6635FF
4932492885;Vliesband für Bandfeile 13 x 457 mm mittel Milwaukee;24,7;11,2;1,4;0,11;6636FF
4932492880;Polierband für Bandfeile 10 x 330 mm  Milwaukee;10,5;20,4;2,8;0,03;6637FF
4932492887;Polierband für Bandfeile 13 x 457 mm extra fein Milwaukee;25,8;10,3;2;0,05;6638FF
4932492310;Polierschwamm Kletthaftung Rot 140/20 mm Milwaukee;14,5;14,5;4;0,04;6639FF
4932430396;Polierschwamm Kletthaftung 145 mm hart Milwaukee;24;22;4;0,04;6640FF
4932492319;Polierschwamm Kletthaftung Rot 140/25 mm Milwaukee;14;14;5;0,05;6641FF
4932492316;Polierschwamm Kletthaftung Rot 160/20 mm Milwaukee;16;20;4;0,06;6642FF
4932492311;Polierschwamm Kletthaftung Gelb 140/20 mm Milwaukee;14;14;4;0,05;6643FF
4932430397;Polierschwamm Kletthaftung 145 mm weich Milwaukee;24;22;4;0,04;6644FF
4932492320;Polierschwamm Kletthaftung Gelb 140/25 mm Milwaukee;14;14;5;0,05;6645FF
4932492317;Polierschwamm Kletthaftung Gelb 160/20 mm Milwaukee;16;16;4,5;0,06;6646FF
4932492312;Polierschwamm Kletthaftung Blau 140/20 mm Milwaukee;14;19;4;0,05;6647FF
4932492321;Polierschwamm Kletthaftung Blau 140/25 mm Milwaukee;14;14;5;0,05;6648FF
4932492318;Polierschwamm Kletthaftung Blau 160/20 mm Milwaukee;16;20;4;0,06;6649FF
4932492306;Poliertuch Rot 40 x 40 mm Milwaukee;24;26,3;2;0,12;6650FF
4932492307;Poliertuch Gelb 40 x 40 mm Milwaukee;24;26,8;2;0,12;6651FF
4932492308;Poliertuch Blau 40 x 40 mm Milwaukee;23,5;26,5;2,4;0,12;6652FF
4932430475;Politur M-Cut 1500 250 ml Milwaukee;15;8;3;0,31;6653FF
4932492300;Politur Rot 1200 1000 ml Milwaukee;8,3;8,3;26,5;1,08;6654FF
4932430476;Politur M-Wax 6000 250 ml Milwaukee;15;8;3;0,27;6655FF
4932492301;Politur Fein Gelb 2000 1000 ml Milwaukee;8,3;8,3;27;1,08;6656FF
4932492302;Politur Fein Blau 3000 1000 ml Milwaukee;8,3;8,3;27,4;1,08;6657FF
4932430394;Polierteller Kletthaftung 125 mm Milwaukee;24;24;4;0,1;6658FF
4932430395;Lammwollpolierscheibe Kletthaftung 135 mm Milwaukee;27;23,7;2;0,06;6659FF
4932430398;Poliertuch Microfaser für Polierarbeiten Milwaukee;24;22,3;3,6;0,12;6660FF
4932373161;Polierteller Kletthaftung 150 mm Milwaukee;4;23,5;4;0,16;6661FF
4932373163;Filzpolierscheibe Kletthaftung 150 mm Milwaukee;23;20,1;1,1;0,04;6662FF
4932373164;Lammwollpolierscheibe Kletthaftung 150 mm weich Milwaukee;24;20;1,3;0,04;6663FF
4932373165;Polierschwamm Kletthaftung 150 mm mittelhart Milwaukee;4,5;4,5;5,5;0,05;6664FF
4932373186;Polierschwamm Kletthaftung 150 mm superweich Milwaukee;20;25,4;5,6;0,04;6665FF
4932430488;Polierteller Kletthaftung 76 mm für M12 BPS Milwaukee;3;7;7;0,04;6666FF
4932430489;Polierschwamm Kletthaftung 75 mm hart für M12 BPS Milwaukee;2,5;19;11,5;0,01;6667FF
4932430490;Polierschwamm Kletthaftung 80 mm weich für M12 BPS Milwaukee;2,7;16;11,5;0,01;6668FF
4932430838;Lammwollpolierscheibe Kletthaftung 80 mm für M12 BPS Milwaukee;16,5;10;5;0,03;6669FF
4932430492;Kunststoffschleifteller 51 mm für M12 BPS Milwaukee;9;15;4;0,04;6670FF
4932492363;"Diamantbohrkronen Auszugswerkzeug 1/2"" Milwaukee";30;24;4;0,14;6671FF
4932492362;Schärfplatte groß für Diamanttrennscheiben und -bohrkronen Milwaukee;30,3;17,2;4,8;2,86;6672FF
4932492361;Schärfplatte klein für Diamanttrennscheiben und -bohrkronen Milwaukee;24,6;7,9;8;1,1;6673FF
4932604226;Auswerfer für Morsekegel  Milwaukee;14;37;1;0,18;6674FF
4932399731;Befestigungsset für Diamantkernbohrständer Milwaukee;26,1;19,6;4,2;0,97;6675FF
49964705;"Maulschlüssel 1 3/8"" für Diamant-Nassbohrkronen Milwaukee";29,5;6,8;1,6;0,84;6676FF
4932352627;"Adapter Diamantkernbohrsystem 1 1/4"" UNC (F) auf 1/2"" G Milwaukee";18;13,5;5;0,65;6677FF
4932399724;"Bohrkronenverlängerung 1 1/4"", 300 mm für Diamant-Nassbohrkronen Milwaukee";38,5;5;5;2,62;6678FF
4932399725;"Bohrkronenverlängerung 1 1/4"", 500 mm für Diamant-Nassbohrkronen Milwaukee";57;6;6;4,4;6679FF
4932399732;Teleskop-Verlängerung 1,8-2,9 m für Diamantkernbohrständer Milwaukee;165;12;12;9,08;6680FF
4932352094;Vakuumpumpe VP 6 für Diamantkernbohrständer Milwaukee;37,5;25,8;35,7;13,59;6681FF
4932399726;Wassertank WT10, 10 l, 6 bar für Diamantkernbohrsystem Milwaukee;28,7;26,7;65;6,04;6682FF
4932478073;Universal-Wasserfangring für Bohrkronen bis 152 mm Milwaukee;37;9;42;1,1;6683FF
4932352678;Dichtscheibe für Wasserfangring für Kernbohrständer DR 152 T Milwaukee;95;39;9,5;0,18;6684FF
4932399727;Wasserfangring für Kernbohrständer DR 250 TV Milwaukee;37,2;3,5;11;2,02;6685FF
4932399729;Dichtscheibe für Wasserfangring für Kernbohrständer DR 250 TV Milwaukee;35;25;5;0,16;6686FF
4932399728;Wasserfangring für Kernbohrständer DR 350 T Milwaukee;44;33;7;2,93;6687FF
4932399730;Dichtscheibe für Wasserfangring für Kernbohrständer DR 350 T Milwaukee;45;35;5;0,57;6688FF
4932399736;Distanzstück 50 mm für Diamantkernbohrständer Milwaukee;19;13;10;2,61;6689FF
4932399733;Schnellwechselplatte für Diamantkernbohrständer Milwaukee;13,2;19,1;11;0,9;6690FF
4932478870;Aufnahme MX Fuel Diamantkernbohrgerät für Kernbohrständer DR 255 T Milwaukee;26;12,5;26;1,43;6691FF
4932493147;MXFDCD350VP MX FUEL™ Vakuumplatte für Kernbohrgerät - 350mm  Milwaukee;24;54;44;8,48;6692FF
4932493148;MXFDCD350-150AP MX FUEL™ Adapterplatte für MXF DCD150 zur Verbindung mit MXF DCD350 DR Milwaukee;20,6;21,9;26,1;2,72;6693FF
4932379877;Bohrfutter für PLH32XE FIXTEC für SDS-Plus Milwaukee;10;45;5;0,17;6694FF
4932399152;Bohrfutter z.B. für M18 CHPX FIXTEC für SDS-Plus Milwaukee;8,5;5,2;5,2;0,18;6695FF
4932352299;Bohrfutter z.B. für M18 CHX FIXTEC für SDS-Plus Milwaukee;5,4;5;10,2;0,16;6696FF
4932371807;"FIXTEC-Adapter für PLH32XE 1/2"" x 20 Milwaukee";10;4,6;4,6;0,1;6697FF
4932399154;"Adapter z.B. für M18 CHX FIXTEC auf 1/2"" x 20 Milwaukee";6,5;4,5;4,5;0,1;6698FF
4932367438;"Aufnahmeschaft SDS-Plus für Bohrfutter mit Bit-Direkt-Aufnahme 1/2"" x 20 Milwaukee";12;13;2;0,14;6699FF
4932367166;"Aufnahmeschaft SDS-Plus für Bohrfutter mit Sicherungsschraube 1/2"" x 20 Milwaukee";18;5;1;0,05;6700FF
4932267980;"Zahnkranzbohrfutter mit Sicherungsschraube 1/2"" x 20 / 1,5-13 mm Milwaukee";14,5;5;4,5;0,4;6701FF
4932127010;Zahnkranzbohrfutter B16 / 1,0-16 mm Milwaukee;6;6;14,7;0,64;6702FF
4932320014;Zahnkranzbohrfutter mit Sicherungsschraube M18 x 2,5 / 3,0-16 mm Milwaukee;6;6;14,7;0,65;6703FF
48660817;"Zahnkranzbohrfutter für HDE6RQ 3/8"" x 24 / 1,0-10 mm Milwaukee";9,6;6;6,3;0,22;6704FF
4932314867;"Zahnkranzbohrfutter 1/4"" Hex Schaft /  1,0-10 mm Milwaukee";4,5;5;14,7;0,28;6705FF
4932221378;Bohrfutterschlüssel S2A Milwaukee;11,1;10,3;1,9;0,06;6706FF
4932310612;Bohrfutterschlüssel S2AT Milwaukee;10,7;10,8;1,9;0,06;6707FF
4932221379;Bohrfutterschlüssel S3T Milwaukee;11;8,5;2;0,09;6708FF
4932304684;Bohrfutterschlüssel S24 Milwaukee;9,7;8,5;1,4;0,02;6709FF
4932221380;Bohrfutterschlüssel S4 Milwaukee;12;11;2,5;0,12;6710FF
4932319995;Bohrfutterschlüssel S2 Milwaukee;10,9;8,3;1,9;0,04;6711FF
48663350;Bohrfutterschlüssel  Milwaukee;14,9;7;1,4;0,02;6712FF
48663240;Bohrfutterschlüssel  Milwaukee;14,9;7;1,7;0,05;6713FF
48663280;Bohrfutterschlüssel  Milwaukee;15;9,1;2,1;0,08;6714FF
4932117042;Kegeldorn M3 – B16 B16 x 3 Milwaukee;14,9;7,2;3,5;0,32;6715FF
4932349457;"Schnellspannbohrfutter mit Sicherungsschraube 3/8"" x 24 / 1,0-10 mm Milwaukee";5;14,5;5;0,26;6716FF
4932364382;"Schnellspannbohrfutter mit Sicherungsschraube 1/2"" x 20 / 1,0-10 mm Milwaukee";4,5;5;15;0,24;6717FF
4932376531;"Schnellspannbohrfutter ohne Sicherungsschraube 1/2"" x 20 / 1,5-13 mm Milwaukee";4,5;5;14,6;0,32;6718FF
4932376533;"Schnellspannbohrfutter mit Sicherungsschraube 1/2"" x 20 / 1,5-13 mm Milwaukee";14,5;55;45;0,33;6719FF
4932364265;"Schnellspannbohrfutter ohne Sicherungsschraube 1/2"" x 20 / 1,5-13 mm Milwaukee";14,5;5;4,5;0,32;6720FF
4932364267;"Schnellspannbohrfutter mit Sicherungsschraube 1/2"" x 20 / 1,5-13 mm Milwaukee";5;5;15,5;0,33;6721FF
4932371018;"FIXTEC Bohrfutter 3/8"" x 24 / 1,0-10 mm Milwaukee";14,7;5;5;0,24;6722FF
4932372443;"FIXTEC Bohrfutter 1/2"" x 20 / 1,0-10 mm Milwaukee";14,6;5,2;4,9;0,23;6723FF
4932371913;"FIXTEC Bohrfutter 1/2"" x 20 / 1,5-13 mm Milwaukee";15;5;4,8;0,33;6724FF
4932399492;"FIXTEC Bohrfutter 3/8"" x 24 / 1,5-13 mm Milwaukee";14,7;5;5;0,33;6725FF
4932478806;"FIXTEC Bohrfutter 9/16"" x 18 / 1,5-13 mm Milwaukee";14,5;5;4,5;0,26;6726FF
4932364266;"Schnellspannbohrfutter mit Sicherung 1/2"" x 20 /  1,0-13 mm Milwaukee";4,5;5;14,5;0,57;6727FF
48661520;"FIXTEC Bohrfutter für HDE10RQX 1/2"" x 20 / 1,0-10 mm Milwaukee";4,1;4,1;6,5;0,32;6728FF
42660755;"FIXTEC Bohrfutter für HDE13RQX 1/2"" x 20 / 1,5-13 mm Milwaukee";6;4,2;4,2;0,26;6729FF
4932430444;FIXTEC-Schnellwechselbohrfutter  M12BDDX-CK für M12 BDDX Milwaukee;20,5;5;12;0,27;6730FF
4932471626;STUD Bandmaß Gen 2   5 m magnetisch, 33 mm breites Band Milwaukee;10,5;7;18,5;0,56;6731FF
4932471627;STUD Bandmaß Gen 2    8 m magnetisch, 33 mm breites Band Milwaukee;18;11;7;0,61;6732FF
4932471815;Premium-Bandmaß breit 5 m nicht-magnetisch, 33 mm breites Band Milwaukee;10,5;15,5;6;0,43;6733FF
4932471816;Premium-Bandmaß breit 8 m nicht-magnetisch, 33 mm breites Band Milwaukee;10,5;6,7;16,7;0,59;6734FF
4932464599;Premium-Bandmaß 5 m magnetisch, 27 mm breites Band Milwaukee;9,3;5,3;15,7;0,43;6735FF
4932464600;Premium-Bandmaß 8 m magnetisch, 27 mm breites Band Milwaukee;9,2;6,3;15,6;0,54;6736FF
4932464601;Premium-Bandmaß 10 m magnetisch, 27 mm breites Band Milwaukee;5,6;10;16,2;0,62;6737FF
4932464663;Pro-Compact Bandmaß 5 m Autolock 25 mm breites Band Milwaukee;5,1;9,2;14,8;0,32;6738FF
4932464664;Pro-Compact Bandmaß 8 m Autolock 25 mm breites Band Milwaukee;6;9,2;14,3;0,46;6739FF
4932459591;Pro-Compact Bandmaß 3 m nicht-magnetisch, 16 mm breites Band Milwaukee;6;3,5;6,5;0,14;6740FF
4932459592;Pro-Compact Bandmaß 5 m nicht-magnetisch, 19 mm breites Band Milwaukee;14,8;9,2;4,2;0,24;6741FF
4932459594;Pro-Compact Bandmaß 8 m nicht-magnetisch, 25 mm breites Band Milwaukee;9,5;5;15;0,45;6742FF
4932492469;LED-Bandmaß 7,5m/25 ft 30 mm breites Band Milwaukee;10,5;7,5;17,5;0,58;6743FF
48226602;LED-Bandmaß 3m/10 ft 16 mm breites Band Milwaukee;6,1;5,5;3,4;0,1;6744FF
48227703;Slim-Bandmaß 3 m nicht-magnetisch, 16 mm breites Band Milwaukee;6;2,7;6;0,12;6745FF
48227705;Slim-Bandmaß 5 m nicht-magnetisch, 19 mm breites Band Milwaukee;6,8;7,4;3,8;0,26;6746FF
48227706;Slim-Bandmaß 5 m nicht-magnetisch, 25 mm breites Band Milwaukee;7,2;4,7;7,1;0,28;6747FF
48227708;Slim-Bandmaß 8 m nicht-magnetisch, 25 mm breites Band Milwaukee;8,3;4,2;7,7;0,4;6748FF
48225502;Bandmaß 2m/6ft nicht-magnetisch Milwaukee;4,6;4,8;2,4;0,06;6749FF
4932459301;Gliedermaßstab Kunststoff 2 m weiß Milwaukee;23,5;3,5;1,5;0,13;6750FF
4932459302;Gliedermaßstab Holz 2 m weiß Milwaukee;3,5;23,5;1,5;0,1;6751FF
4932459303;Gliedermaßstab Holz Slim 2 m Natur Milwaukee;24;3;1,3;0,09;6752FF
48225203;Rahmenbandmaß 30 m/100 ft.  Milwaukee;18;5,3;26,8;1;6753FF
48225211;Rahmenbandmaß 100 m/300 ft.  Milwaukee;36,7;31,9;6;2,46;6754FF
48225330;Rahmenbandmaß 30 m/100 ft. Fiberglas Milwaukee;17,8;5,3;26,5;0,74;6755FF
48225360;Rahmenbandmaß 60 m/200 ft. Fiberglas Milwaukee;55;25,8;36;1,22;6756FF
48225103;Bandmaß 30 m geschlossen Milwaukee;16;4,5;18,6;0,55;6757FF
4933471978;Wasserwaage REDSTICK Digital 60 cm lang Milwaukee;10,2;81,5;19,2;2,96;6758FF
4933471979;Wasserwaage REDSTICK Digital 120 cm lang Milwaukee;142;15;19;5,05;6759FF
4932493656;Digitaler Winkel- und Neigungsmesser  Milwaukee;5,3;7,4;12,4;0,15;6760FF
4932471355;Teleskop-Wasserwaage 200 bis 366 cm lang Milwaukee;208;13;6,5;8,15;6761FF
4932459061;Wasserwaage REDSTICK Premium 40 cm lang magnetisch Milwaukee;40,6;3,2;6,4;0,68;6762FF
4932459063;Wasserwaage REDSTICK Premium 60 cm lang magnetisch Milwaukee;60,8;6,5;3,2;0,88;6763FF
4932459065;Wasserwaage REDSTICK Premium 80 cm lang magnetisch Milwaukee;6,5;8,1;3,2;1,24;6764FF
4932459067;Wasserwaage REDSTICK Premium 100 cm lang magnetisch Milwaukee;101,6;6,4;3,2;1,47;6765FF
4932459069;Wasserwaage REDSTICK Premium 120 cm lang magnetisch Milwaukee;121,7;6,5;3,2;1,56;6766FF
4932459071;Wasserwaage REDSTICK Premium 180 cm lang magnetisch Milwaukee;4;183,5;7,4;2,44;6767FF
4932459073;Wasserwaage REDSTICK Premium 200 cm lang magnetisch Milwaukee;199;7,5;4;2,94;6768FF
4932459075;Wasserwaage REDSTICK Premium 240 cm lang magnetisch Milwaukee;245;7,5;4,5;3,4;6769FF
4932459060;Wasserwaage REDSTICK Premium 40 cm lang Milwaukee;3,1;40,4;6,5;0,66;6770FF
4932459062;Wasserwaage REDSTICK Premium 60 cm lang Milwaukee;3;61;6,5;0,99;6771FF
4932459064;Wasserwaage REDSTICK Premium 80 cm lang Milwaukee;3,3;81;6,5;1,2;6772FF
4932459066;Wasserwaage REDSTICK Premium 100 cm lang Milwaukee;6,5;101,4;3,2;1,38;6773FF
4932459068;Wasserwaage REDSTICK Premium 120 cm lang Milwaukee;6,4;121,9;3,2;1,62;6774FF
4932459070;Wasserwaage REDSTICK Premium 180 cm lang Milwaukee;3,8;183,5;7,3;2,34;6775FF
4932459072;Wasserwaage REDSTICK Premium 200 cm lang Milwaukee;7,4;199,2;4,2;2,76;6776FF
4932459074;Wasserwaage REDSTICK Premium 240 cm lang Milwaukee;7,3;24,5;4;3,34;6777FF
4932459680;Ersatz-Endkappen für REDSTICK Premium-Wasserwaagen Milwaukee;8,1;3,8;17,4;0,1;6778FF
4932459079;Wasserwaage REDSTICK Compact 40 cm lang magnetisch Milwaukee;5;40,5;25;0,45;6779FF
4932459081;Wasserwaage REDSTICK Compact 60 cm lang magnetisch Milwaukee;4,9;60,8;2,5;0,64;6780FF
4932459083;Wasserwaage REDSTICK Compact 80 cm lang magnetisch Milwaukee;81,1;2,6;5,3;0,81;6781FF
4932459085;Wasserwaage REDSTICK Compact 100 cm lang magnetisch Milwaukee;101,7;5,2;2,7;1;6782FF
4932459087;Wasserwaage REDSTICK Compact 120 cm lang magnetisch Milwaukee;121,7;5,3;2,7;1,22;6783FF
4932459089;Wasserwaage REDSTICK Compact 180 cm lang magnetisch Milwaukee;5,9;18,4;3,3;2,04;6784FF
4932459078;Wasserwaage REDSTICK Compact 40 cm lang Milwaukee;40,6;2,5;5;0,42;6785FF
4932459080;Wasserwaage REDSTICK Compact 60 cm lang Milwaukee;5,2;60,8;2,6;0,62;6786FF
4932459082;Wasserwaage REDSTICK Compact 80 cm lang Milwaukee;81,2;2,6;5,3;0,79;6787FF
